GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,TRBL_BGA,BLCK_GRPA,C_CITYA,TRUSTA,RES_ONLYA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GV5001,GV5002,GV5003,GV5004,GV5005,GV5006,GV5007,GV5008,GV5009,GV5010,GV5011,GV5012,GV5013,GV5014,GV5015,GV5016,GV5017,GV5018,GV5019,GV5020,GV5021,GV5022,GV5023,GV5024,GV5025,GV5026,GV5027,GV5028,GV5029,GV5030,GV5031,GV5032,GV5033,GV5034,GV5035,GV5036,GV5037,GV5038,GV5039,GV5040,GV5041,GV5042,GV5043,GV5044,GV5045,GV5046,GV5047,GV5048,GV5049,GV5050,GV5051,GV5052,GV5053,GV5054,GV5055,GV5056,GV5057,GV5058,GV5059,GV5060,GV5061,GV5062,GV5063,GV5064,GV5065,GV5066,GV5067,GV5068,GV5069,GV5070,GV5071
"G0101230","2000","3","6","Alabama","01","Tallapoosa","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tallapoosa County",0,0,0,0,0,0,0,6,8,0,0,0,62,0,22,0,0,3,0,30,6,7,322,0,3258,0,275,1,272,65,1393,0,37,0,5,0,0,2399,0,217,0,0,0,0,0,0,9,58,0,118,7,0,66,5,636,539,0,0,0,0,0,155,59,37,4,0,8020,96,16,0,11403
"G0101250","2000","3","6","Alabama","01","Tuscaloosa","125",,,,,,,,,,,,,"8600","9999","9999",,,,,,,,"Tuscaloosa County",14,0,0,0,242,8,0,8,104,0,96,6,941,6,51,0,76,48,0,135,94,123,1702,11,13325,0,2039,47,2574,204,9383,0,192,0,191,0,49,12224,0,1673,0,55,0,0,0,0,110,616,0,830,40,53,286,66,3604,2911,0,40,43,36,0,1480,478,59,14,45,22416,692,247,58,50193
"G0101270","2000","3","6","Alabama","01","Walker","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Walker County",9,0,0,0,28,11,0,0,0,0,0,0,169,0,30,7,0,0,0,9,9,60,926,0,4789,0,324,4,579,105,2789,0,57,22,23,0,6,6248,0,678,0,5,0,0,0,0,6,52,0,164,6,5,39,37,995,1017,22,10,5,0,0,134,89,14,0,0,19600,152,41,9,11021
"G0101290","2000","3","6","Alabama","01","Washington","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",0,0,0,0,26,0,0,0,0,0,0,0,30,0,12,0,0,2,0,0,0,24,35,0,616,0,89,0,144,41,330,0,0,0,6,0,0,767,0,47,0,0,0,0,0,0,0,31,0,0,0,1,3,6,174,130,0,0,0,0,0,250,10,0,0,0,3899,14,41,0,5443
"G0101310","2000","3","6","Alabama","01","Wilcox","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wilcox County",0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,52,0,285,0,32,0,61,4,151,0,8,0,0,0,0,217,3,17,0,3,0,0,0,0,0,2,0,30,0,0,0,0,198,107,0,0,0,0,0,112,0,2,0,0,1019,15,0,0,6533
"G0101330","2000","3","6","Alabama","01","Winston","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winston County",20,0,0,0,18,0,0,0,5,0,0,0,42,0,0,0,1,0,0,0,0,0,195,0,1262,0,200,0,166,55,1016,0,43,0,0,0,0,2092,0,142,0,0,0,0,0,0,0,82,0,53,6,0,7,0,291,236,0,0,0,0,0,0,24,2,0,0,6797,38,0,0,3604
"G0200130","2000","4","9","Alaska","02","Aleutians East","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Aleutians East Borough",0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,7,2,0,44,0,2,1,5,18,52,0,0,0,2,0,0,97,0,9,0,2,0,0,0,0,0,104,0,7,1,0,15,5,15,17,0,0,0,0,0,0,12,3,0,6,64,4,0,0,1634
"G0200160","2000","4","9","Alaska","02","Aleutians West","016",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Aleutians West Census Area",0,0,0,0,3,8,0,0,2,8,2,0,15,0,0,0,0,0,0,17,0,35,25,0,330,0,13,14,62,45,337,0,15,0,7,0,0,249,0,72,0,8,0,0,0,0,3,82,0,36,6,9,40,82,54,113,0,0,5,0,0,48,48,16,0,14,164,48,0,10,2786
"G0200200","2000","4","9","Alaska","02","Anchorage","020",,,,,,,,,,,,,"0380","9999","9999",,,,,,,,"Anchorage Municipality",97,46,271,6,556,40,0,102,724,86,208,55,1631,51,1072,24,174,313,0,1104,400,2239,4888,73,26123,15,3717,1328,8842,2775,45770,4,843,11,1123,37,44,30031,27,8264,60,465,23,55,40,40,426,9988,98,6103,919,160,3098,1203,4565,6943,148,121,309,79,0,1238,6707,1018,87,563,15614,2288,831,493,81182
"G0200500","2000","4","9","Alaska","02","Bethel","050",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bethel Census Area",0,0,37,5,7,0,0,0,3,0,6,0,21,0,9,0,0,0,0,10,8,38,62,0,371,0,14,22,140,64,485,0,13,0,0,0,0,256,0,108,0,7,0,0,0,0,16,111,0,60,3,0,72,29,32,119,2,2,4,0,0,0,130,22,0,7,161,23,5,1,12257
"G0200600","2000","4","9","Alaska","02","Bristol Bay","060",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bristol Bay Borough",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,32,0,98,0,9,14,10,2,165,0,7,0,2,0,0,77,0,48,0,0,0,0,0,0,0,92,0,15,0,0,28,11,8,35,0,0,5,0,0,0,32,4,0,0,22,0,0,6,661
"G0200680","2000","4","9","Alaska","02","Denali","068",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Denali Borough",0,0,0,0,3,0,0,2,5,0,0,0,4,2,14,0,0,0,0,15,0,13,49,0,200,4,68,13,108,46,427,0,7,0,10,0,2,246,0,97,0,2,0,0,0,0,10,57,0,66,2,0,21,36,61,71,0,5,2,2,0,0,50,25,0,5,67,34,0,2,418
"G0200700","2000","4","9","Alaska","02","Dillingham","070",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dillingham Census Area",0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,0,7,0,11,6,34,35,0,154,0,33,5,38,28,320,0,1,0,2,0,7,194,0,28,0,0,0,0,0,0,3,107,0,47,3,0,37,13,28,52,0,0,4,6,0,0,65,4,0,5,80,14,0,3,3641
"G0200900","2000","4","9","Alaska","02","Fairbanks North Star","090",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fairbanks North Star Borough",45,0,5,9,83,26,0,60,155,98,50,13,496,18,284,0,64,85,0,437,187,918,1780,12,8447,9,1035,548,2569,1040,16200,0,191,0,353,12,16,10320,21,2867,6,104,6,0,0,26,205,3769,97,2231,363,44,840,483,1932,2008,65,64,133,69,0,301,2214,318,0,214,5445,787,218,116,22105
"G0201000","2000","4","9","Alaska","02","Haines","100",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Haines Borough",0,0,0,0,5,4,0,7,4,0,5,3,12,10,4,0,0,0,0,12,2,37,30,2,349,0,43,27,109,12,454,0,6,0,5,2,0,212,2,46,3,2,0,0,0,0,7,152,2,63,7,2,9,4,95,153,0,0,6,0,0,4,138,25,0,5,140,29,0,0,498
"G0201100","2000","4","9","Alaska","02","Juneau","110",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Juneau City and Borough",7,0,0,0,33,5,0,0,95,25,26,13,215,5,202,0,0,65,0,111,53,402,723,16,4032,0,724,247,1178,258,5790,0,30,0,109,55,16,3996,7,1004,30,33,0,0,7,0,79,1742,14,449,74,28,281,188,842,1131,12,11,63,0,0,10,1185,207,0,75,1372,284,44,115,8740
"G0201220","2000","4","9","Alaska","02","Kenai Peninsula","122",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kenai Peninsula Borough",18,0,0,1,38,43,2,19,121,20,56,3,188,0,150,0,33,51,0,253,108,565,1200,2,5669,0,860,515,1815,473,8650,2,100,0,176,24,0,6147,0,1312,19,88,2,2,0,1,55,2454,34,1026,112,14,1364,219,1225,1419,8,22,99,12,0,22,1709,208,0,101,3905,484,23,61,9414
"G0201300","2000","4","9","Alaska","02","Ketchikan Gateway","130",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ketchikan Gateway Borough",0,0,0,0,5,11,9,4,42,0,17,0,62,0,39,0,7,8,0,44,31,219,314,0,1631,0,95,152,561,208,2540,0,22,0,20,7,0,1458,0,481,0,60,0,0,0,0,4,1220,12,225,76,14,79,111,374,364,0,11,0,6,0,7,350,43,0,13,725,169,0,8,3879
"G0201500","2000","4","9","Alaska","02","Kodiak Island","150",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kodiak Island Borough",0,0,0,0,3,18,0,0,22,8,43,0,23,7,28,0,0,7,0,15,76,117,245,3,1082,0,293,120,333,150,2111,0,24,0,70,6,2,1046,4,366,0,31,6,0,0,0,31,421,0,336,57,27,269,43,203,468,0,17,0,0,0,20,399,56,0,8,718,80,19,8,6262
"G0201640","2000","4","9","Alaska","02","Lake And Peninsula","164",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lake and Peninsula Borough",0,0,0,0,0,0,0,0,3,0,7,0,0,0,2,0,0,0,0,2,1,14,19,0,47,0,35,4,2,0,120,0,0,0,0,0,0,62,0,10,0,0,0,0,0,0,2,75,0,8,0,0,16,12,19,11,0,3,0,0,0,0,8,0,2,2,32,4,0,0,1502
"G0201700","2000","4","9","Alaska","02","Matanuska-Susitna","170",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Matanuska-Susitna Borough",18,0,6,6,26,25,0,30,237,10,129,20,337,0,244,0,23,60,0,341,119,632,1533,5,6494,0,672,388,2743,862,12330,7,123,0,159,73,0,7601,0,1878,52,72,5,0,0,7,67,2993,43,1638,322,13,833,359,1143,1470,10,65,98,0,0,23,1927,414,11,225,4488,696,34,27,10142
"G0201800","2000","4","9","Alaska","02","Nome","180",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nome Census Area",0,0,0,0,7,0,0,3,17,13,0,0,0,3,6,0,3,0,0,2,8,29,25,0,272,0,42,14,95,5,381,0,48,0,7,12,0,268,0,77,0,0,0,0,0,0,2,184,3,76,4,0,26,38,31,75,1,0,7,0,0,2,113,15,0,20,111,11,8,0,6741
"G0201850","2000","4","9","Alaska","02","North Slope","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"North Slope Borough",0,0,0,0,9,0,0,0,1,0,8,1,11,10,10,0,3,0,0,4,2,11,39,3,178,0,35,6,71,8,374,0,24,0,10,0,0,238,0,37,3,20,0,0,0,5,11,98,4,49,8,2,11,1,30,66,0,3,0,0,0,2,50,7,0,3,79,14,13,2,5603
"G0201880","2000","4","9","Alaska","02","Northwest Arctic","188",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Northwest Arctic Borough",2,0,0,0,0,0,0,7,0,0,3,0,17,0,0,0,0,0,0,2,5,11,37,0,137,0,31,6,44,0,268,0,2,0,22,0,0,227,0,25,0,0,0,0,0,0,5,36,0,31,12,7,6,9,35,50,0,2,2,0,0,5,32,2,0,0,96,6,0,0,5545
"G0202010","2000","4","9","Alaska","02","Prince Of Wales-Outer Ketchikan","201",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Prince of Wales-Outer Ketchikan Census Area",0,0,0,0,2,0,0,0,11,6,11,2,13,0,60,0,13,0,0,24,4,46,114,4,455,0,49,25,155,52,839,0,17,0,13,5,0,566,0,63,0,2,0,0,0,0,2,247,6,52,32,4,32,22,134,102,0,0,2,0,0,0,194,18,0,12,247,37,6,3,3078
"G0202200","2000","4","9","Alaska","02","Sitka","220",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sitka City and Borough",6,0,0,0,25,0,0,0,65,0,10,0,60,0,52,0,0,0,0,66,10,33,119,0,1033,0,111,97,344,163,1271,0,52,0,49,6,0,1226,0,422,0,39,0,0,0,0,21,570,11,289,42,6,94,53,215,282,9,6,12,6,0,3,291,43,0,66,224,134,10,80,2810
"G0202320","2000","4","9","Alaska","02","Skagway-Hoonah-Angoon","232",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Skagway-Hoonah-Angoon Census Area",3,0,0,0,7,2,0,0,15,0,14,0,26,0,10,0,0,0,0,6,2,34,40,2,326,2,9,19,125,21,418,2,3,0,20,3,0,365,0,76,0,7,2,0,0,0,0,187,5,24,25,0,33,31,70,77,2,0,0,0,0,0,101,10,0,3,181,30,0,3,1406
"G0202400","2000","4","9","Alaska","02","Southeast Fairbanks","240",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Southeast Fairbanks Census Area",0,0,0,0,11,0,0,0,8,0,9,2,13,0,18,0,0,6,0,32,6,34,120,3,524,0,103,17,180,47,1230,0,5,0,22,0,0,627,0,145,0,2,3,0,0,0,11,174,0,115,30,5,162,32,118,150,3,2,26,0,0,38,144,10,0,219,541,49,0,10,1470
"G0202610","2000","4","9","Alaska","02","Valdez-Cordova","261",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Valdez-Cordova Census Area",8,0,0,0,6,7,0,11,24,0,10,0,51,0,13,0,6,3,0,67,21,123,228,0,1168,3,165,57,410,124,1736,2,33,0,25,0,0,1038,0,231,0,2,0,0,0,5,9,471,15,181,14,9,63,50,259,301,2,0,31,4,0,8,394,29,3,9,694,98,0,10,2846
"G0202700","2000","4","9","Alaska","02","Wade Hampton","270",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wade Hampton Census Area",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,5,0,70,0,16,0,21,10,103,0,0,0,0,0,0,60,0,13,0,2,0,0,0,0,0,34,3,6,0,0,33,4,5,14,0,6,5,0,0,0,19,6,0,0,12,0,0,0,5436
"G0202800","2000","4","9","Alaska","02","Wrangell-Petersburg","280",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wrangell-Petersburg Census Area",0,0,0,0,5,3,0,0,13,0,0,0,11,0,30,0,0,0,0,40,16,95,137,0,803,0,91,65,147,43,1216,0,10,0,15,4,3,687,0,235,0,6,0,0,0,0,12,900,27,94,13,6,29,59,247,157,0,4,0,1,0,5,289,26,0,5,329,48,5,0,1908
"G0202820","2000","4","9","Alaska","02","Yakutat","282",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yakutat City and Borough",0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,4,0,9,0,5,3,0,80,0,14,0,27,1,113,0,0,0,0,0,0,61,1,5,0,0,0,0,0,0,0,37,2,5,0,0,3,4,4,37,0,5,8,0,0,0,24,3,0,0,14,1,0,0,420
"G0202900","2000","4","9","Alaska","02","Yukon-Koyukuk","290",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yukon-Koyukuk Census Area",0,0,0,0,0,0,0,0,0,0,0,1,18,0,4,0,2,0,0,10,0,39,62,0,243,0,44,27,60,25,447,0,0,0,17,0,4,223,0,25,2,8,0,0,0,0,15,134,0,36,3,0,23,18,67,78,0,0,6,0,0,6,60,2,0,0,121,10,1,0,4741
"G0400010","2000","4","8","Arizona","04","Apache","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Apache County",0,0,0,0,14,2,0,2,13,2,13,14,37,0,75,0,2,5,0,39,11,222,293,15,2791,0,112,6,412,97,2184,0,22,0,19,0,0,1489,0,374,8,16,4,0,0,2,3,177,3,165,36,17,57,59,360,419,2,0,13,0,0,15,338,50,0,10,1173,167,5,6,54941
"G0400030","2000","4","8","Arizona","04","Cochise","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cochise County",73,0,0,8,192,56,0,30,283,47,93,6,672,0,249,0,64,155,0,244,99,522,1787,4,12239,10,961,266,3371,804,16878,0,213,0,404,18,69,10408,15,3281,37,159,13,0,0,0,121,1888,91,1791,246,70,361,208,2256,2869,104,38,112,69,0,446,1383,310,6,171,6861,912,83,79,47483
"G0400050","2000","4","8","Arizona","04","Coconino","005",,,,,,,,,,,,,"2620","9999","9999",,,,,,,,"Coconino County",10,0,0,19,177,21,6,64,207,55,132,9,647,11,311,0,97,188,0,503,222,1082,1668,81,12513,0,1444,253,2406,639,16065,0,269,0,485,15,29,10588,0,3697,62,204,23,0,0,18,139,2424,27,2275,169,76,799,304,1860,2217,33,118,64,31,37,237,2072,426,55,209,4158,1233,60,118,48632
"G0400070","2000","4","8","Arizona","04","Gila","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gila County",1,0,19,0,80,2,0,11,67,3,109,0,92,0,104,0,16,90,0,222,47,310,1104,9,6073,0,313,99,1628,331,7947,0,57,0,153,9,0,5538,0,1307,2,44,9,0,8,0,9,1110,14,755,32,10,152,102,1047,1130,45,24,32,13,0,15,860,97,0,15,3159,459,7,151,17123
"G0400090","2000","4","8","Arizona","04","Graham","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Graham County",3,5,0,0,11,0,0,4,37,17,20,0,97,0,53,0,0,9,0,17,6,478,384,8,4511,0,261,18,641,135,2556,0,11,0,15,0,0,2136,0,430,0,7,0,0,0,0,0,409,14,198,37,12,18,117,419,701,8,0,2,0,0,62,452,116,0,27,1806,194,25,6,14261
"G0400110","2000","4","8","Arizona","04","Greenlee","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greenlee County",0,0,0,0,0,5,0,0,28,0,0,6,12,0,23,0,6,13,0,1,41,90,124,11,772,0,47,7,216,34,760,0,0,0,9,0,3,712,0,147,0,0,0,0,0,0,0,80,6,63,5,0,0,18,93,131,0,0,0,0,0,9,99,13,0,8,532,53,8,22,4216
"G0400120","2000","4","8","Arizona","04","La Paz","012",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"La Paz County",5,0,0,0,8,3,0,0,18,2,9,0,30,4,78,0,3,0,0,18,13,136,481,0,2199,0,127,17,635,130,2868,0,5,0,48,5,0,1868,0,381,0,7,0,0,0,0,0,358,46,177,26,10,45,34,494,374,0,10,0,0,0,7,319,82,5,19,1375,181,0,5,7773
"G0400130","2000","4","8","Arizona","04","Maricopa","013",,,,,,,,,,,,,"6200","9999","9999",,,,,,,,"Maricopa County",330,472,898,126,12686,2460,1720,1004,8549,770,4043,783,13594,830,10705,18,856,4684,92,14343,5888,25163,50941,1846,318286,178,25248,7306,88678,20911,502331,167,11602,102,15505,501,3219,326032,826,154344,1010,6482,660,413,445,176,1937,68009,1392,86303,7454,6742,26926,7403,43462,60172,2996,1411,5767,1741,10,10471,60252,10756,1136,7221,141273,23027,3491,7483,1008657
"G0400150","2000","4","8","Arizona","04","Mohave","015",,,,,,,,,,,,,"4120","9999","9999",,,,,,,,"Mohave County",7,0,0,7,272,135,0,17,293,72,131,24,494,37,706,6,19,126,0,539,237,1268,3839,20,22452,23,1070,453,6424,1541,28849,9,423,0,867,34,50,21589,9,7607,4,308,30,0,34,6,143,3471,112,3897,640,117,802,331,3182,3603,64,94,227,60,0,110,3142,504,25,251,11714,1324,49,197,30961
"G0400170","2000","4","8","Arizona","04","Navajo","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Navajo County",0,0,0,14,52,17,0,17,38,17,16,0,135,0,189,0,22,9,0,245,63,846,1116,0,8663,0,676,130,1440,280,8175,0,117,0,130,8,22,5621,0,1352,14,77,0,0,16,3,21,1074,20,667,61,35,138,160,1026,1339,6,22,59,33,0,34,1240,235,0,63,4222,381,34,20,53000
"G0400190","2000","4","8","Arizona","04","Pima","019",,,,,,,,,,,,,"8520","9999","9999",,,,,,,,"Pima County",125,46,63,89,2818,697,41,318,2597,346,938,283,4275,83,2978,10,400,1046,44,3681,1451,5639,13254,722,87036,35,8060,2066,25692,6110,136662,29,2697,57,4475,109,742,89295,134,36971,197,2154,181,84,51,72,657,16881,314,21462,1841,1036,9299,1768,15448,19191,357,532,1403,383,9,2343,15642,3143,507,2088,34858,6800,713,1065,324996
"G0400210","2000","4","8","Arizona","04","Pinal","021",,,,,,,,,,,,,"6200","9999","9999",,,,,,,,"Pinal County",3,0,0,0,205,13,0,46,322,108,176,15,442,0,444,0,40,46,0,489,182,1234,2424,6,15704,16,921,236,4819,1257,23452,5,311,0,445,4,7,15363,0,4615,42,184,25,0,22,0,56,3439,119,2827,341,89,485,253,2571,2901,37,73,156,43,0,376,2518,550,55,185,8752,1182,95,39,68419
"G0400230","2000","4","8","Arizona","04","Santa Cruz","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Santa Cruz County",0,0,0,2,188,5,0,0,61,36,14,0,61,3,15,0,8,12,0,35,5,88,151,8,1172,0,173,6,573,75,1539,0,124,0,41,0,7,1050,0,493,3,22,8,0,0,0,12,114,5,219,31,25,58,20,228,294,0,2,8,4,0,32,161,53,0,2,997,57,0,7,29479
"G0400250","2000","4","8","Arizona","04","Yavapai","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yavapai County",1,0,8,13,222,114,6,115,598,114,297,14,935,84,462,0,115,256,0,857,351,1645,4226,22,26955,5,1343,628,7255,1418,34574,0,544,7,765,35,63,22853,0,7401,46,421,63,8,3,34,154,4893,111,4209,449,163,1206,340,4434,5293,106,122,176,172,0,91,4217,883,36,332,11565,2074,41,283,28471
"G0400270","2000","4","8","Arizona","04","Yuma","027",,,,,,,,,,,,,"9360","9999","9999",,,,,,,,"Yuma County",39,0,7,0,298,2,15,70,156,66,68,0,345,0,429,0,43,57,0,444,98,759,1894,9,10787,0,820,282,2890,691,14937,9,106,0,210,31,11,9764,0,2395,29,58,8,0,26,0,70,2444,50,1657,232,67,270,255,2285,2245,24,56,95,46,0,256,1906,313,0,216,7947,627,60,24,85828
"G0500010","2000","3","7","Arkansas","05","Arkansas","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Arkansas County",0,0,0,0,42,0,0,0,0,0,5,0,43,0,15,0,6,0,0,15,6,30,244,0,1361,0,126,0,416,20,2226,0,0,0,0,0,0,1615,0,155,0,4,0,0,0,0,0,47,6,62,0,0,16,22,311,165,7,0,73,0,0,106,35,19,0,0,2781,38,2,33,6436
"G0500030","2000","3","7","Arkansas","05","Ashley","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ashley County",9,0,0,0,13,0,0,0,0,0,0,0,45,0,2,0,0,0,0,5,5,14,210,0,1379,0,55,8,320,64,760,0,7,0,7,0,0,1442,0,162,0,0,0,0,0,0,0,36,0,47,4,0,1,5,416,119,0,0,8,0,0,39,61,0,0,0,5048,25,30,0,7328
"G0500050","2000","3","7","Arkansas","05","Baxter","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Baxter County",26,0,1,0,23,5,0,0,120,0,8,5,68,38,49,0,5,32,0,515,86,212,1114,0,4740,0,150,54,1210,249,7120,0,32,0,54,0,2,4885,0,900,32,165,9,0,0,0,24,481,30,1380,21,26,66,50,976,840,3,3,80,23,0,13,685,150,0,62,5103,321,8,25,4124
"G0500070","2000","3","7","Arkansas","05","Benton","007",,,,,,,,,,,,,"2580","9999","9999",,,,,,,,"Benton County",39,0,26,10,106,12,0,9,193,25,151,10,590,0,118,0,52,42,0,478,220,657,3998,13,16608,0,1389,183,3896,663,25705,9,150,0,241,0,23,18105,0,2981,0,70,57,0,0,10,9,2300,115,1549,169,22,298,196,3289,2681,0,13,38,33,0,20,2266,541,27,99,19207,987,292,39,30296
"G0500090","2000","3","7","Arkansas","05","Boone","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Boone County",13,0,0,0,41,0,0,2,25,0,2,32,129,0,35,0,8,0,0,104,16,107,704,0,3539,0,226,19,767,150,3743,0,41,0,38,1,0,3332,0,391,7,11,0,0,0,0,13,189,17,182,8,3,30,35,727,376,0,0,2,5,0,7,173,84,0,5,7973,178,8,5,3820
"G0500110","2000","3","7","Arkansas","05","Bradley","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bradley County",0,0,0,0,10,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,6,4,140,0,612,0,61,0,204,8,294,0,0,0,0,0,0,682,0,53,0,0,0,0,0,0,0,6,0,12,0,0,20,5,186,118,0,0,0,0,0,80,6,0,0,0,2517,18,0,0,4195
"G0500130","2000","3","7","Arkansas","05","Calhoun","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Calhoun County",2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,29,0,409,0,6,0,48,6,203,0,5,0,2,0,0,609,0,27,0,0,0,0,0,0,11,8,0,38,0,0,1,0,102,19,0,0,4,0,0,36,37,7,0,0,871,7,0,0,1689
"G0500150","2000","3","7","Arkansas","05","Carroll","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",4,0,0,0,4,0,0,0,32,0,9,0,39,0,23,0,24,8,0,144,31,33,587,15,2565,0,112,0,614,148,3390,0,34,0,39,27,0,2640,0,411,0,6,0,0,0,0,10,187,8,346,21,61,24,38,524,334,0,0,8,0,0,0,234,81,6,0,3658,156,9,9,4607
"G0500170","2000","3","7","Arkansas","05","Chicot","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chicot County",0,0,0,0,36,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,3,0,89,0,469,0,65,0,156,0,410,0,0,0,0,0,0,657,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,3,187,69,0,0,0,0,0,234,5,0,0,0,1273,14,0,22,7308
"G0500190","2000","3","7","Arkansas","05","Clark","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clark County",8,0,0,0,15,0,0,2,33,0,41,17,87,0,13,0,0,0,0,2,11,17,273,0,1844,0,295,7,272,31,1530,0,20,0,5,0,0,2055,0,175,0,0,0,0,4,0,0,56,16,58,12,0,15,0,524,315,0,0,0,0,0,363,102,28,0,0,4046,109,30,11,6173
"G0500210","2000","3","7","Arkansas","05","Clay","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",6,0,0,0,5,0,0,0,6,0,0,0,60,0,19,0,0,13,0,0,13,9,326,0,1289,0,33,0,203,23,1342,0,14,0,5,0,0,2180,0,60,0,5,0,0,0,0,0,93,3,71,0,0,0,0,149,96,0,11,0,0,0,0,63,8,0,0,3578,24,0,0,2053
"G0500230","2000","3","7","Arkansas","05","Cleburne","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cleburne County",0,0,0,8,0,0,0,3,0,14,22,0,78,0,8,0,0,0,0,38,12,71,586,0,2265,0,194,4,674,37,2538,0,23,0,10,5,1,3064,0,212,0,19,0,0,0,0,0,153,9,215,3,0,37,15,398,461,0,0,24,0,0,0,206,25,0,46,4040,253,28,0,2933
"G0500250","2000","3","7","Arkansas","05","Cleveland","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cleveland County",4,0,0,0,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0,5,6,0,70,0,474,0,35,0,84,18,327,0,2,0,0,0,0,769,0,49,0,0,0,0,0,0,0,11,0,29,0,0,2,2,124,44,0,0,0,0,0,16,15,11,0,0,1989,11,0,0,1643
"G0500270","2000","3","7","Arkansas","05","Columbia","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Columbia County",6,0,4,0,27,4,0,5,19,0,16,0,28,0,2,0,0,0,0,2,19,44,261,0,1597,0,242,0,347,66,983,0,4,0,8,0,6,1932,0,140,0,2,0,0,0,0,0,36,6,47,7,0,0,0,443,177,0,10,0,0,0,180,25,16,0,0,4328,43,2,0,9109
